,latitude,longitude
0,55.535774211926714,12.105222613641596
1,55.53569934743431,12.105559666537518
2,55.535558227919275,12.105852310393512
3,55.535616672636884,12.106322114264621
4,55.53539125064402,12.106563403549133
5,55.535296589123476,12.10680761108052
6,55.53522554436239,12.107007324271178
7,55.53513480365244,12.107432744082814
8,55.53507323290548,12.107446198699021
9,55.535003365844375,12.107944606098275
10,55.5350361906031,12.108103532773207
11,55.53493335886812,12.10816783794212
12,55.53512344330206,12.108505950080223
13,55.534907999973356,12.108574319679413
14,55.53480300597421,12.108993020660826
15,55.53498465856305,12.109262403939493
16,55.534699963564016,12.109865050623238
17,55.534625084415126,12.109845377033917
18,55.53459942019635,12.110066273392182
19,55.5345553310177,12.11056463225155
20,55.53450208328951,12.11056507234829
21,55.5346541301867,12.110887445486085
22,55.53438550220211,12.111253117943049
23,55.534401256600454,12.111485279596817
24,55.5343157671525,12.111741563987497
25,55.53462153513039,12.111974405689848
26,55.534204944006476,12.112278243983415
27,55.53434912250366,12.112837304606293
28,55.53437355564548,12.11289055557172
29,55.534371412223884,12.113204155286224
30,55.53438446061769,12.113433677061474
31,55.534445181314425,12.113533265548526
32,55.534179646355526,12.113794454964713
33,55.53429344978487,12.114208811811142
34,55.53434946601488,12.114465386464227
35,55.534305947413465,12.114820903440616
36,55.53428221133329,12.114939693284363
37,55.53424038485436,12.115188758241292
38,55.53409543951351,12.115366117638438
39,55.53423322072573,12.115524637344704
40,55.53435683870851,12.11565834441627
41,55.534191160373496,12.115890633352112
42,55.53414521283416,12.115987968888994
43,55.5341778269713,12.116230333709433
44,55.53421625413313,12.116305457218754
45,55.534204126045346,12.116355377806853
46,55.534412332662455,12.116486763637287
47,55.5343614092689,12.116446448847364
48,55.53452046035246,12.11656246041909
49,55.53422992842774,12.116454683075174
50,55.53482171974177,12.11652923254429
51,55.5346070339969,12.11666898217537
52,55.53467290136811,12.116674949768116
53,55.5349352629775,12.116621948961372
54,55.53504137834689,12.11672886306932
55,55.53511206726727,12.116618876685855
56,55.535221907352565,12.1167048443784
57,55.53531740389755,12.116747984222611
58,55.535497157732415,12.116773386253426
59,55.53553477717759,12.116667226732371
60,55.535680332666146,12.116829260996257
