,latitude,longitude
0,54.90713654369079,11.875041532246366
1,54.90721486553174,11.875070710404724
2,54.9073430521137,11.875119853381294
3,54.907500235369135,11.875181361228046
4,54.907671530388306,11.875249676388838
5,54.907847118436386,11.875320933396585
6,54.90802144957084,11.875392404485003
7,54.90819184139771,11.875462383464603
8,54.908357370884474,11.875530537487716
9,54.908518130217345,11.875596207900411
10,54.90867451091748,11.875659122562277
11,54.90882778486452,11.875718515870267
12,54.90897927328082,11.875773809654559
13,54.9091303106312,11.875824486207764
14,54.9092817672909,11.875870217131482
15,54.90943422247281,11.875910990576912
16,54.90958766407358,11.875946972426565
17,54.90974135549879,11.875978488864352
18,54.909893913167565,11.876006011818376
19,54.91004381948024,11.876030134392147
20,54.91018977571552,11.876051412654103
21,54.9103310909624,11.87607029668064
22,54.910478073673275,11.876088049958115
23,54.91061719665589,11.87610275633372
24,54.9107562156359,11.876114123831787
25,54.91088139689185,11.87611943781162
26,54.910990014071594,11.876115551917751
27,54.911080813719764,11.87609870614186
28,54.91115331678986,11.876064435028349
29,54.911208526935134,11.876009933851726
30,54.911249673571156,11.875934430162257
31,54.9112816770522,11.875839105564022
32,54.91131018992057,11.875718121735343
33,54.91133697921481,11.87558398630863
34,54.91136395213793,11.875440418575518
35,54.911392413399675,11.875289806166556
36,54.91142268522625,11.87513388798348
37,54.91145454481525,11.874974184650036
38,54.911487755497056,11.874812065782272
39,54.91152183873554,11.874648852112376
40,54.91155667783774,11.874485393926955
41,54.91159210516671,11.874322058546346
42,54.911630741501945,11.874146988301337
43,54.911669676116766,11.87397480198075
44,54.91170823237371,11.87380856583504
45,54.91174580538696,11.873650953374288
46,54.91178158673585,11.873503698043622
47,54.911818521761,11.873353911238567
48,54.91185586220782,11.873203289005131
49,54.91189280667245,11.873054812859394
50,54.91192823029073,11.872912261298529
51,54.91196515456878,11.87276307889238
52,54.91200276811172,11.872610595168014
53,54.91204368403787,11.872443965851984
54,54.91208225930923,11.872285926251466
55,54.91212087182453,11.872126378059892
56,54.912157973104556,11.871971160855194
57,54.91219251480259,11.871824981193459
58,54.91222729822991,11.871675274108751
59,54.91226113078047,11.871525647507658
60,54.91229313100582,11.871379178843357
61,54.912326319938295,11.871220928508974
62,54.91236337466057,11.871037044427753
63,54.91239925821025,11.870849657120305
64,54.912432676611026,11.870663862953046
65,54.912466173726735,11.870465003904194
66,54.912499398796186,11.87025570899523
67,54.91253205162047,11.870039355078006
68,54.912564153297176,11.86981848390646
69,54.912598209001786,11.869578612339106
70,54.91263197771309,11.869341850038772
71,54.91266505587925,11.869113442505379
72,54.912696817635336,11.868897748408468
73,54.912726591457975,11.86869821092986
74,54.91275373179307,11.868517349950043
75,54.912777188958515,11.868357567717199
76,54.912796095003934,11.86821962632561
77,54.91280947851949,11.868103605890111
78,54.9128161297409,11.868008461689266
79,54.91281580480651,11.867925367496344
80,54.91280678619826,11.86785949419103
81,54.91278882176657,11.86780890532748
82,54.912762597614304,11.867771090734301
83,54.91272904441596,11.867743448123493
84,54.9126892602407,11.867723464425087
85,54.912644460797175,11.867708804642515
86,54.912595720911405,11.867697383839738
87,54.912543857527936,11.867687571712388
88,54.91248961714338,11.86767824257356
89,54.91243372411174,11.867668806084758
90,54.912376900286105,11.86765896402832
91,54.912319503414246,11.867648624739981
92,54.91226165330324,11.867637927359468
93,54.91220317059976,11.867626933125278
94,54.912143885364216,11.867615697469931
95,54.912083684604134,11.86760424128651
96,54.91202255400874,11.867592552064595
97,54.91196056105518,11.867580567605383
98,54.91189796665852,11.86756817155502
99,54.911834909649954,11.86755507833697
100,54.91177154394106,11.86754146883596
101,54.91170316884104,11.867526331659388
102,54.91163577266766,11.867510952388129
103,54.91157053938281,11.867495507741065
104,54.911507972560024,11.867480184444728
105,54.91144775114669,11.86746502768667
106,54.911383215008115,11.867448817043824
107,54.911308048773435,11.867430627856553
108,54.911228593566335,11.867412661796985
109,54.91114583479556,11.86739647908768
110,54.91106052797953,11.86738414298563
111,54.910973211663894,11.867377819141858
112,54.9108842539053,11.867379577737696
113,54.91079380435913,11.86739106433731
114,54.91070209618094,11.867413137801542
115,54.910609372976296,11.867445430612175
116,54.91051611456866,11.867486363125455
117,54.9104223962663,11.867534088111203
118,54.9103280915852,11.867586079906278
119,54.91023299712252,11.867640069935266
120,54.91013657119188,11.867693942332988
121,54.91003818660796,11.867745985877619
122,54.90993703047254,11.86779499668365
123,54.909832397364816,11.867840238788968
124,54.909723842179865,11.867881543457493
125,54.90961142890893,11.86791972795547
126,54.909494958504965,11.867955256294268
127,54.909374698868554,11.867989056641882
128,54.90925101464028,11.868021875322354
129,54.90912422053565,11.868054651505185
130,54.908994838618895,11.868088252982034
131,54.908863361336266,11.868123431438148
132,54.90873026115055,11.868160635174863
133,54.908595902022036,11.868199023662296
134,54.90846083052072,11.868238187205828
135,54.90832567686421,11.868277851694153
136,54.908190930752966,11.868317495144803
137,54.908057083813055,11.86835672190281
138,54.90792454773907,11.86839513847031
139,54.90779379580973,11.868432356025988
140,54.9076652677209,11.868468022885759
141,54.90753935714863,11.868502446691638
142,54.90741638368552,11.868535821256431
143,54.90729642160636,11.868568191599657
144,54.90717900799109,11.868599955030092
145,54.90706339582433,11.868631361777338
146,54.906948593369776,11.868662758216516
147,54.90683376316105,11.868694318724799
148,54.90671812391362,11.868726186056607
149,54.90660104989638,11.868758381033327
150,54.906482164651386,11.868791065829337
