id,fixtime,latitude,longitude,altitude,speed,course,accuracy
"581263",2020/09/28 19:52:44,54.9064033,11.8746966,30,35.637162,13,0
"581264",2020/09/28 19:52:45,54.9065633,11.8747633,30,34.017291,13,0
"581265",2020/09/28 19:52:46,54.9067133,11.8748283,30,31.857463,14,0
"581266",2020/09/28 19:52:47,54.9068549,11.8748883,30,29.697635,13,0
"581267",2020/09/28 19:52:48,54.9069816,11.8749433,30,26.457893,13,0
"581268",2020/09/28 19:52:49,54.9070949,11.8749899,31,23.218151,13,0
"581269",2020/09/28 19:52:50,54.90719,11.8750183,33,19.978409,13,0
"581270",2020/09/28 19:52:51,54.9072633,11.875055,33,17.818581,13,0
"581271",2020/09/28 19:52:52,54.9073416,11.8750933,33,16.19871,14,0
"581272",2020/09/28 19:52:53,54.9074116,11.8751233,33,15.118796,13,0
"581273",2020/09/28 19:52:54,54.9074766,11.8751516,34,14.038882,13,0
"581274",2020/09/28 19:52:55,54.907535,11.8751799,34,12.958968,14,0
"581275",2020/09/28 19:52:56,54.90759,11.8751866,34,11.339097,3,0
"581276",2020/09/28 19:52:57,54.907635,11.8751699,34,9.719226,346,0
"581277",2020/09/28 19:52:58,54.9076683,11.8751366,33,8.099355,326,0
"581278",2020/09/28 19:52:59,54.9076933,11.87509,33,8.639312,304,0
"581279",2020/09/28 19:53:00,54.90771,11.8750299,32,7.559398,292,0
"581280",2020/09/28 19:53:01,54.90772,11.8749683,32,7.019441,283,0
"581281",2020/09/28 19:53:02,54.907725,11.8749116,32,5.939527,281,0
"581282",2020/09/28 19:53:03,54.907725,11.8748666,32,3.779699,280,0
"581283",2020/09/28 19:53:03,54.907725,11.8748666,32,3.779699,280,0
"581284",2020/09/28 19:53:04,54.907725,11.8748466,31,0,280,0
"581285",2020/09/28 19:53:05,54.9077266,11.8748399,31,0,280,0
"581286",2020/09/28 19:53:05,54.9077266,11.8748399,31,0,280,0
"581287",2020/09/28 19:53:06,54.907725,11.8748416,31,0,280,0
"581288",2020/09/28 19:53:07,54.907725,11.8748416,31,0,280,0
"581289",2020/09/28 19:53:08,54.907725,11.8748416,31,0,280,0
"581290",2020/09/28 19:53:09,54.907725,11.8748416,31,0,280,0
"581291",2020/09/28 19:53:10,54.907725,11.8748416,31,0,280,0
"581292",2020/09/28 19:53:11,54.907725,11.8748416,31,0,280,0
"581293",2020/09/28 19:53:12,54.907725,11.8748416,31,0,280,0
"581294",2020/09/28 19:53:13,54.907725,11.8748416,31,0,280,0
"581295",2020/09/28 19:53:14,54.907725,11.8748416,31,0,280,0
"581296",2020/09/28 19:53:15,54.907725,11.8748416,31,0,280,0
"581297",2020/09/28 19:53:16,54.907725,11.8748416,31,0,280,0
"581298",2020/09/28 19:53:17,54.907725,11.8748416,31,0,280,0
"581299",2020/09/28 19:53:18,54.907725,11.8748416,31,0,280,0
"581300",2020/09/28 19:53:19,54.907725,11.8748416,31,0,280,0
"581301",2020/09/28 19:53:20,54.907725,11.8748416,31,0,280,0
"581302",2020/09/28 19:53:21,54.907725,11.8748416,31,0,280,0
"581303",2020/09/28 19:53:22,54.907725,11.8748416,31,0,280,0
"581304",2020/09/28 19:53:23,54.907725,11.8748416,31,0,280,0
"581305",2020/09/28 19:53:24,54.907725,11.8748416,31,0,280,0
"581306",2020/09/28 19:53:25,54.907725,11.8748416,31,0,280,0
"581307",2020/09/28 19:53:26,54.907725,11.8748416,31,0,280,0
"581308",2020/09/28 19:53:27,54.907725,11.8748416,31,0,280,0
"581309",2020/09/28 19:53:28,54.907725,11.8748416,31,0,280,0
"581310",2020/09/28 19:53:29,54.907725,11.8748416,31,0,280,0
"581311",2020/09/28 19:53:30,54.907725,11.8748416,31,0,280,0
"581312",2020/09/28 19:53:31,54.907725,11.8748416,31,0,280,0
"581313",2020/09/28 19:53:32,54.907725,11.8748416,31,0,280,0
"581314",2020/09/28 19:53:33,54.907725,11.8748416,31,0,280,0
"581315",2020/09/28 19:53:34,54.907725,11.8748416,31,0,280,0
"581316",2020/09/28 19:53:35,54.907725,11.8748416,31,0,280,0
"581317",2020/09/28 19:53:36,54.907725,11.8748416,31,0,280,0
"581318",2020/09/28 19:53:37,54.907725,11.8748416,31,0,280,0
"581319",2020/09/28 19:53:38,54.907725,11.8748416,31,0,280,0
"581320",2020/09/28 19:53:39,54.907725,11.8748416,31,0,280,0
"581321",2020/09/28 19:53:40,54.907725,11.8748416,31,0,280,0
"581322",2020/09/28 19:53:41,54.907725,11.8748416,31,0,280,0
"581323",2020/09/28 19:53:42,54.907725,11.8748416,31,0,280,0
"581324",2020/09/28 19:53:43,54.907725,11.8748416,31,0,280,0
"581325",2020/09/28 19:53:44,54.907725,11.8748416,31,0,280,0
"581326",2020/09/28 19:53:45,54.907725,11.8748416,31,0,280,0
"581327",2020/09/28 19:53:46,54.907725,11.8748416,31,0,280,0
"581328",2020/09/28 19:53:47,54.907725,11.8748416,31,0,280,0
"581329",2020/09/28 19:53:48,54.907725,11.8748416,31,0,280,0
"581330",2020/09/28 19:53:49,54.907725,11.8748416,31,0,280,0
"581331",2020/09/28 19:53:50,54.907725,11.8748416,31,0,280,0
"581332",2020/09/28 19:53:51,54.907725,11.8748416,31,0,280,0
"581333",2020/09/28 19:53:52,54.907725,11.8748416,31,0,280,0
"581334",2020/09/28 19:53:53,54.907725,11.8748416,31,0,280,0
"581335",2020/09/28 19:53:54,54.907725,11.8748416,31,0,280,0
"581336",2020/09/28 19:53:54,54.907725,11.8748416,31,0,280,0
"581337",2020/09/28 19:53:55,54.907725,11.8748416,31,0,280,0
"581338",2020/09/28 19:53:56,54.907725,11.8748416,31,0,280,0
"581339",2020/09/28 19:53:57,54.907725,11.8748416,31,0,280,0
"581340",2020/09/28 19:53:58,54.907725,11.8748416,31,0,280,0
"581341",2020/09/28 19:53:58,54.907725,11.8748416,31,0,280,0
"581342",2020/09/28 19:53:59,54.907725,11.8748416,31,0,280,0
"581343",2020/09/28 19:54:00,54.907725,11.8748416,31,0,280,0
"581344",2020/09/28 19:54:00,54.907725,11.8748416,31,0,280,0
"581345",2020/09/28 19:54:01,54.907725,11.8748416,31,0,280,0
"581346",2020/09/28 19:54:02,54.907725,11.8748416,31,0,280,0
"581347",2020/09/28 19:54:03,54.907725,11.8748416,31,0,280,0
"581348",2020/09/28 19:54:04,54.907725,11.8748416,31,0,280,0
"581349",2020/09/28 19:54:05,54.907725,11.8748416,31,0,280,0
"581350",2020/09/28 19:54:06,54.907725,11.8748416,31,0,280,0
"581351",2020/09/28 19:54:07,54.907725,11.8748416,31,0,280,0
"581352",2020/09/28 19:54:08,54.907725,11.8748416,31,0,280,0
"581353",2020/09/28 19:54:09,54.907725,11.8748416,31,0,280,0
"581354",2020/09/28 19:54:10,54.907725,11.8748416,31,0,280,0
"581355",2020/09/28 19:54:11,54.907725,11.8748416,31,0,280,0
"581356",2020/09/28 19:54:12,54.907725,11.8748416,31,0,280,0
"581357",2020/09/28 19:54:13,54.907725,11.8748416,31,0,280,0
"581358",2020/09/28 19:54:14,54.907725,11.8748416,31,0,280,0
"581359",2020/09/28 19:54:15,54.907725,11.8748416,31,0,280,0
"581360",2020/09/28 19:54:15,54.907725,11.8748416,31,0,280,0
